QuestionID,Field,Original,Corrected
3182,Explanation,"医療行為は医師や看護師など、医療資格を持つ専門職の業務です。社会福祉士は、チームアプローチにおいて、相談援助、アセスメント、多職種間の連携、情報共有、サービス計画の作成などを担当します。","医療行為は医師や看護師など、医療資格を持つ専門職の業務です。社会福祉士は、チームアプローチにおいて、相談援助、アセスメント、多職種間の連携、情報共有、サービス計画の作成などを担当します。社会福祉士は、医療、保健、福祉等の専門職からなるチームにおいて、生活面からのアセスメントや、社会資源の活用に関する専門性を発揮することが求められます。"
3183,Explanation,"統合失調症の治療において、服薬の継続は非常に重要です。訪問看護による服薬支援は、Iさんのような服薬中断しがちな方にとって、服薬アドヒアランスを高め、症状の安定を促す効果的な支援となります。症状に合わせたアドバイスも重要ですが、まずは服薬を継続できるような支援が優先されます。","統合失調症の治療において、服薬の継続は非常に重要です。訪問看護による服薬支援は、Iさんのような服薬中断しがちな方にとって、服薬アドヒアランスを高め、症状の安定を促す効果的な支援となります。症状に合わせたアドバイスも重要ですが、まずは服薬を継続できるような支援が優先されます。また、必要に応じて、主治医と連携し、薬物療法や心理社会的治療を組み合わせることも重要です。"
3184,Explanation,"インテーク面接の主な目的は、利用者との信頼関係を構築し、ニーズや課題を把握することです。その上で、サービス利用の可否を検討し、適切な支援へと繋げます。経済状況や家族構成の確認も重要ですが、信頼関係の構築がすべての基盤となります。","インテーク面接の主な目的は、利用者との信頼関係を構築し、ニーズや課題を把握することです。その上で、サービス利用の可否を検討し、適切な支援へと繋げます。経済状況や家族構成の確認も重要ですが、信頼関係の構築がすべての基盤となります。利用者が安心して話せる雰囲気づくりを心がけ、共感的な姿勢で傾聴することが大切です。"
3185,Explanation,"社会福祉士は、事例検討会において専門的知識や技術を提供し、多角的な視点から事例を理解できるように支援します。他の参加者の意見を尊重し協働的な姿勢が重要です。守秘義務は当然のことですが、役割としてより適切なのは専門的視点からの助言です。","社会福祉士は、事例検討会において専門的知識や技術を提供し、多角的な視点から事例を理解できるように支援します。他の参加者の意見を尊重し協働的な姿勢が重要です。守秘義務は当然のことですが、役割としてより適切なのは専門的視点からの助言です。ファシリテーターとして、活発な意見交換を促し、合意形成を支援することも重要な役割です。"
3186,Explanation,"成年後見人は、本人の財産管理と身上監護を行います。身上監護とは、本人の生活、医療、福祉に関する契約などを行い、本人が安心して生活できるよう支援することです。医療行為への同意は、基本的には本人が行い、判断能力が不十分な場合に後見人が支援します。","成年後見人は、本人の財産管理と身上監護を行います。身上監護とは、本人の生活、医療、福祉に関する契約などを行い、本人が安心して生活できるよう支援することです。医療行為への同意は、基本的には本人が行い、判断能力が不十分な場合に後見人が支援します。後見人は、本人の意思を尊重し、自己決定を支援する姿勢が求められます。"
3187,Explanation,"地域包括支援センターの包括的支援事業は、介護予防ケアマネジメント、総合相談支援、権利擁護、多職種連携推進の4つです。生活保護の申請支援や高齢者虐待への対応も行いますが、これらは包括的支援事業の一部として位置づけられます。","地域包括支援センターの包括的支援事業は、介護予防ケアマネジメント、総合相談支援、権利擁護、多職種連携推進の4つです。生活保護の申請支援や高齢者虐待への対応も行いますが、これらは包括的支援事業の一部として位置づけられます。地域包括支援センターは、高齢者の生活を総合的に支えるための拠点として、重要な役割を担っています。"
3188,Explanation,"エンパワメントとは、利用者が自身の潜在能力に気づき、主体的に問題解決できるよう支援することです。利用者の強みを活かすことで、自己効力感を高め、自立を促進します。指示を与えるのではなく、利用者が自ら考え、選択できるような支援が重要です。","エンパワメントとは、利用者が自身の潜在能力に気づき、主体的に問題解決できるよう支援することです。利用者の強みを活かすことで、自己効力感を高め、自立を促進します。指示を与えるのではなく、利用者が自ら考え、選択できるような支援が重要です。利用者のストレングスに着目し、それを引き出すことが、エンパワメントの鍵となります。"
3189,Explanation,"相談援助の過程は、一般的にインテーク、アセスメント、プランニング、インターベンション（介入）、モニタリング、エバリュエーションの順に進みます。インテークは、相談の受付であり、利用者との最初の出会いの場です。","相談援助の過程は、一般的にインテーク、アセスメント、プランニング、インターベンション（介入）、モニタリング、エバリュエーションの順に進みます。インテークは、相談の受付であり、利用者との最初の出会いの場です。ここで、利用者の抱える問題やニーズを প্রাথমিক的に把握し、今後の支援の方向性を検討します。"
3190,Explanation,"エンパワメントとは、クライエント自身が問題解決能力を高め、自己決定を尊重し、主体的に生活をコントロールできるよう支援するプロセスです。したがって、クライエントの自己決定の尊重が最も重要な要素となります。","エンパワメントとは、クライエント自身が潜在能力を引き出し、問題解決能力を高め、自己決定を尊重し、主体的に生活をコントロールできるよう支援するプロセスです。したがって、クライエントの自己決定の尊重が最も重要な要素となります。"
3191,Explanation,"包括的支援体制は、地域住民が住み慣れた場所で安心して生活できるよう、医療、介護、福祉などが連携して支援する体制です。市町村は、地域住民に最も身近な存在として、相談支援体制の整備を担う重要な役割を担います。","包括的支援体制は、地域住民が住み慣れた場所で安心して生活できるよう、医療、介護、福祉、住まい、就労などが連携して支援する体制です。市町村は、地域住民に最も身近な存在として、相談支援体制の整備を担う重要な役割を担います。"
3192,Explanation,"事例検討会は、複数の専門職が事例を通して、それぞれの専門知識や視点を共有し、連携を強化することで、より質の高い支援を目指すものです。個人情報の厳守は当然の前提ですが、検討会の直接的な目的とは言えません。","事例検討会（ケースカンファレンス）は、複数の専門職が、個別の事例を通してそれぞれの専門知識や視点を共有し、連携を強化することで、利用者に対するより質の高い支援を目指すものです。個人情報の厳守は、大前提として重要ですが、事例検討会の直接的な目的とは言えません。"
3193,Explanation,"要配慮個人情報とは、人種、信条、社会的身分、病歴、犯罪の経歴、犯罪被害に関する情報など、取得に際して本人の同意が必要となる情報です。病歴は、その代表的な例です。","要配慮個人情報とは、人種、信条、社会的身分、病歴、犯罪の経歴、犯罪被害に関する情報、心身の機能の障害、その他政令で定める記述等が含まれる個人情報であり、取得に際して本人の同意が必要となるなど、特に慎重な取り扱いが求められる情報です。病歴は、その代表的な例です。"
3194,Explanation,"精神保健福祉法における精神障害者とは、統合失調症、気分障害（うつ病、双極性障害など）、依存症、高次脳機能障害、その他の精神疾患を有する者を指します。発達障害も含まれますが、「発達障害のみ」という限定は誤りです。知的障害や身体障害は、精神障害とは区別されます。","精神保健福祉法における精神障害者とは、統合失調症、気分障害（うつ病、双極性障害など）、依存症、高次脳機能障害、発達障害を含むその他の精神疾患を有する者を指します。知的障害や身体障害は、原則として精神障害とは区別されます。"
3195,Explanation,"精神保健福祉センターは、精神保健に関する相談・指導、精神医療審査会の事務、地域における精神保健福祉活動の拠点としての機能、精神保健に関する知識の普及啓発を主な役割としています。直接的な医療提供は、病院や診療所の役割です。","精神保健福祉センターは、精神保健に関する相談・指導、精神医療審査会の事務、地域における精神保健福祉活動の企画・調整、精神保健に関する知識の普及啓発などを主な役割としています。直接的な医療提供は、病院や診療所の役割です。"
3196,Explanation,"精神障害者保健福祉手帳は、精神疾患（統合失調症、気分障害、てんかん、発達障害など）により、長期にわたり日常生活または社会生活への制約がある方が対象です。認知症は、原則として対象外ですが、精神症状を伴う場合は対象となることがあります。","精神障害者保健福祉手帳は、精神疾患（統合失調症、気分障害、てんかん、発達障害、高次脳機能障害など）により、長期にわたり日常生活または社会生活への制約がある方が対象です。認知症は、原則として対象外ですが、認知症に伴う精神症状によって日常生活に著しい支障がある場合は対象となることがあります。"
3197,Explanation,"任意入院は、精神保健福祉法に基づき、本人の自由意思と同意に基づいて行われる入院形態です。本人が入院に同意していることが大前提であり、いつでも退院を希望することができます。","任意入院は、精神保健福祉法に基づき、精神障害者本人の自由意思と同意に基づいて行われる入院形態です。本人が入院に同意していることが大前提であり、いつでも退院を希望することができます。入院に際しては、精神保健指定医の診察が必要です。"
3198,Explanation,"医療保護入院は、精神保健指定医による診察の結果、精神障害者であり、かつ医療及び保護のために入院が必要と判断された場合に、家族等の同意を得て行われる入院形態です。72時間以内の退院制限はありません。都道府県知事の許可は不要です。","医療保護入院は、精神保健指定医による診察の結果、精神障害者であり、かつ医療及び保護のために入院が必要と判断された場合に、家族等の同意（家族等がいない場合は市町村長の同意）を得て行われる入院形態です。72時間以内の退院制限はありません。都道府県知事の許可は不要です。"
3199,Explanation,"応急入院は、急速を要する精神障害者に対し、精神保健指定医の診察に基づき、72時間以内の期間に限り、本人の同意や家族等の同意がなくても行われる入院です。措置入院とは異なります。","応急入院は、急速を要する精神障害者に対し、精神保健指定医の診察に基づき、72時間以内の期間に限り、本人の同意や家族等の同意がなくても行われる入院です。措置入院とは異なります。72時間を超えて入院が必要な場合は、他の入院形態に切り替える必要があります。"
3200,Explanation,"措置入院は、自傷他害のおそれがある場合、精神保健指定医2名の診察を経て、都道府県知事の権限によって行われます。医療保護入院への切り替えも可能です。","措置入院は、自傷他害のおそれがある場合に、精神保健指定医2名の診察を経て、都道府県知事の権限によって行われます。措置入院から医療保護入院への切り替えも可能です。措置入院は、精神保健及び精神障害者福祉に関する法律に基づいて行われます。"
3201,Explanation,"退院支援においては、地域との連携が不可欠です。地域移行支援事業所との連携は、患者のスムーズな地域生活への移行を促進するために非常に重要です。","精神科病院における退院支援では、入院当初からの退院を見据えた支援、多職種連携による支援計画の作成、退院後の相談支援体制の整備、本人の意向尊重が重要です。地域移行支援事業所との連携は、患者が地域で安心して生活するために不可欠であり、積極的に連携していく必要があります。"
3202,Explanation,"就労移行支援事業は、単なる職場体験の提供に留まらず、就労に必要な知識やスキルの習得、職業選択の支援、職場定着のための支援など、包括的なサポートを行います。","就労移行支援事業は、就労を希望する精神障害者に対し、単に職場体験を提供するだけでなく、就労に必要な知識やスキルの習得、職業選択の支援、職場定着のための支援など、包括的なサポートを行うことを目的としています。"
3203,Explanation,"就労継続支援A型事業は、原則として雇用契約を結び、最低賃金が保障された上で就労機会を提供します。一方、就労継続支援B型事業は雇用契約を結ばず、比較的軽作業を中心とした就労訓練の場となります。","就労継続支援A型事業は、通常の事業所に雇用されることが困難な精神障害者に対し、雇用契約を結び、原則として最低賃金以上の給与を支払いながら、就労の機会を提供する事業です。就労継続支援B型事業は、雇用契約を結ばずに、比較的軽作業を中心とした就労訓練の場を提供します。"
3204,Explanation,"日常生活用具給付は、障害者総合支援法における地域生活支援事業の一つであり、自立支援給付には含まれません。自立支援給付は、介護給付、訓練等給付、地域相談支援給付から構成されます。補装具費支給も自立支援給付です。","障害者総合支援法における自立支援給付は、介護給付、訓練等給付、地域相談支援給付の3種類です。補装具費支給は自立支援給付に含まれますが、日常生活用具給付は地域生活支援事業として位置づけられています。"
3205,Explanation,"精神保健福祉法は、精神疾患を有する者を対象としており、高次脳機能障害は、器質性精神障害に分類される場合もありますが、通常は対象外となります。統合失調症、気分障害、神経症、薬物依存症は、精神疾患として同法の対象となり得ます。","精神保健福祉法は、精神疾患を有する者を対象としています。高次脳機能障害は、脳の器質的な損傷によって生じる認知機能の障害であり、精神疾患とは区別されることが一般的であるため、通常は精神保健福祉法の直接的な対象とはなりません。ただし、高次脳機能障害に伴って精神症状を呈する場合は、精神保健医療の対象となることもあります。"
3206,Explanation,"成年後見制度は、判断能力が著しく欠けている状態の方を対象とする「後見」、判断能力が不十分な方を対象とする「保佐」、判断能力が比較的保たれている方を対象とする「補助」の3種類があります。知的障害により判断能力が著しく不十分な場合は、「後見」が適しています。任意後見は、本人が契約を結ぶ制度です。","成年後見制度は、判断能力の程度に応じて「後見」「保佐」「補助」の3つの類型があります。判断能力が著しく欠けている場合は「後見」、判断能力が不十分な場合は「保佐」、判断能力が比較的保たれている場合は「補助」が利用されます。知的障害により判断能力が著しく不十分な場合は「後見」が最も適切な支援となります。任意後見は、本人が契約を結ぶ制度です。"
3207,Explanation,"障害者就業・生活支援センターは、障害者の就業と生活を一体的に支援する機関であり、障害者雇用促進法に基づき設置されています。生活困窮者自立支援法には規定されていません。自立相談支援事業、住居確保給付金の支給、学習支援事業、家計改善支援事業は同法に規定されています。","生活困窮者自立支援法には、自立相談支援事業、住居確保給付金の支給、学習支援事業、家計改善支援事業などが規定されています。障害者就業・生活支援センターは、障害者雇用促進法に基づいて設置され、障害者の就業と生活を一体的に支援する機関であり、生活困窮者自立支援法には規定されていません。"
3208,Explanation,"社会福祉士は、専門的な知識と技術をもって、福祉に関する相談に応じ、助言、指導、その他の援助を行うことを業務とします。また、福祉サービス関係者との連絡調整も行いますが、医療行為は医師法に抵触するため、社会福祉士の業務範囲には含まれません。","社会福祉士は、社会福祉士及び介護福祉士法に基づき、専門的な知識と技術をもって、福祉に関する相談に応じ、助言、指導、その他の援助を行うことを業務とします。また、福祉サービス関係者との連絡調整も行いますが、医療行為は医師法に抵触する可能性があり、社会福祉士の業務範囲には含まれません。"
3209,Explanation,"精神障害者の退院後支援において最も重要な視点は、地域社会での自立を促進し、生活の質を向上させることです。そのためには、医療的なサポートに加えて、就労支援、住居の確保、社会参加の促進など、包括的な支援が不可欠となります。","精神障害者の退院後支援において最も重要な視点は、地域社会での自立を促進し、生活の質を向上させることです。医療機関への通院や薬物療法による症状の安定は不可欠ですが、それらは自立を支援するための手段であり、最終目標ではありません。就労支援、住居の確保、社会参加の促進など、包括的な支援を通じて、地域での自立とWell-beingの実現を目指します。"
3210,Options,"[""相対的貧困とは、最低限の生活水準を維持できない状態を指す。"",""絶対的貧困とは、社会全体の所得分布における下位層の状態を指す。"",""貧困とは、常に貨幣的な欠乏状態を指す。"",""主観的貧困とは、客観的な指標のみで判断される。"",""貧困ラインは、常に固定された金額で定められる。""]","[""相対的貧困とは、最低限の生活水準を維持できない状態を指す。"",""相対的貧困とは、社会全体の所得分布における下位層の状態を指す。"",""貧困とは、常に貨幣的な欠乏状態を指す。"",""主観的貧困とは、客観的な指標のみで判断される。"",""貧困ラインは、常に固定された金額で定められる。""]"
3231,Explanation,"DVは、夫婦、恋人間に限らず、家族、親子、兄弟姉妹、同居者など、より広範囲な関係性で起こりえます。また、DVは犯罪となる行為を含む場合もあります。暴力は許されるものではなく、早期の相談と支援が必要です。","DVは、配偶者や恋人間だけでなく、家族、親子、兄弟姉妹、同居者など、より広範囲な関係性で起こりえます。身体的暴力、精神的暴力、経済的暴力、性的暴力などが含まれ、犯罪となる行為も含まれます。暴力は決して許されるものではなく、早期の相談と支援が必要です。"
3232,Explanation,"地域共生社会では、制度、分野ごとの縦割りや、支える側、支えられる側という関係を超えて、地域住民誰もが役割を持ち、互いに支え合いながら、共に暮らすことのできる社会を目指します。ソーシャルワーカーは、専門家だけでなく、地域住民や関係機関と連携し、地域全体の力を引き出す役割を担います。","地域共生社会は、制度、分野ごとの縦割りや、支える側、支えられる側という関係を超えて、地域住民誰もが役割を持ち、互いに支え合いながら、共に暮らすことのできる社会を目指します。ソーシャルワーカーは、専門家として、地域住民や関係機関と連携し、地域全体の力を引き出す役割を担います。"
3233,Explanation,"災害時、ソーシャルワーカーは、被災者の安否確認、避難所での生活支援、専門機関への紹介、心のケア、関係機関との連携などを担います。復興計画の立案は、行政や都市計画の専門家等が中心となって行います。","災害時、ソーシャルワーカーは、被災者の安否確認、避難所での生活支援、専門機関への紹介、心のケア（精神的なサポート）、関係機関との連携などを担います。復興計画の立案は、行政機関や都市計画の専門家等が中心となって行う業務です。"
3234,Explanation,"スクールソーシャルワーカーは、いじめ、不登校、虐待、貧困など、児童生徒がおかれている問題を解決するために、学校、家庭、地域等の関係機関と連携し、包括的な支援を行います。授業の実施は、教員の役割です。","スクールソーシャルワーカーは、いじめ、不登校、虐待、貧困など、児童生徒が抱える問題を解決するために、学校、家庭、地域等の関係機関と連携し、包括的な支援を行います。授業の実施は、教員の専門的な役割です。"
3235,Explanation,"医療ソーシャルワーカーは、病気やけがをされた患者さんやその家族が安心して療養できるよう、心理的・社会的な相談援助を行います。医療費に関する相談、退院後の生活設計、医療チームとの連携なども重要な役割です。手術の執刀は医師の業務です。","医療ソーシャルワーカーは、病気やけがをされた患者さんやその家族が安心して療養できるよう、心理的・社会的な相談援助を行います。医療費に関する相談、退院後の生活設計、医療チームとの連携なども重要な役割です。手術の執刀は医師の業務であり、MSWの役割ではありません。"
3236,Explanation,"コミュニティワーク（地域福祉活動）は、住民が主体的に地域の問題を発見し、解決に向けて協力していくプロセスを支援します。専門家は、住民の主体性を尊重し、助言や情報提供などのサポートを行います。","コミュニティワーク（地域福祉活動）は、住民が主体的に地域の問題を発見し、解決に向けて協力していくプロセスを支援します。専門家は、住民の主体性を尊重し、助言や情報提供、関係機関との連携支援などのサポートを行います。"
3237,Explanation,"社会福祉とは、全ての人々が、個人として、また社会の一員として、尊厳を保持し、健康で文化的な生活水準を維持することができるように、社会全体で取り組む活動です。社会福祉は、弱者支援に限定されず、全ての人々の幸福を追求します。","社会福祉とは、全ての人々が、個人として、また社会の一員として、尊厳を保持し、健康で文化的な生活水準を維持することができるように、社会全体で取り組む活動です。社会福祉は、特定の対象者に限定されず、全ての人々の幸福を追求します。"
3238,Explanation,"ソーシャルワークは、人権擁護、社会正義、利用者の自己決定の尊重といった倫理的な基盤の上に成り立つ専門職です。高度なコミュニケーション技術や豊富な知識も重要ですが、倫理観と価値観は、ソーシャルワーカーが専門職として適切な判断を下し、行動するための根幹となります。","ソーシャルワークは、人権擁護、社会正義、利用者の自己決定の尊重といった倫理的な基盤の上に成り立つ専門職です。高度なコミュニケーション技術や豊富な知識も重要ですが、倫理観と価値観は、ソーシャルワーカーが専門職として適切な判断を下し、行動するための基盤となります。"
3239,Explanation,"包括的な相談支援体制は、地域住民が抱える様々な福祉ニーズに対応するため、身近な市町村の窓口が中心となり、関係機関と連携しながら、必要なサービスにつなげる体制です。","包括的な相談支援体制は、地域住民が抱える様々な福祉ニーズに対応するため、身近な市町村の相談窓口が中心となり、関係機関と連携しながら、必要なサービスにつなげる体制です。市町村は、地域住民にとって最も身近な相談窓口としての役割を担います。"
3240,Explanation,"成年後見制度は、認知症、知的障害、精神障害などにより判断能力が不十分な方を保護し、支援する制度です。本人の判断能力の程度に応じて、後見、保佐、補助の３つの類型があり、支援の内容が異なります。","成年後見制度は、認知症、知的障害、精神障害などにより判断能力が不十分な方を保護し、支援する制度です。本人の判断能力の程度に応じて、後見、保佐、補助の３つの類型があり、それぞれの類型で支援の内容が異なります。"
3241,Explanation,"エンパワメントは、人が本来持っている力（潜在能力）を引き出し、自らの意思で生活を決定・選択できるよう支援するプロセスです。支援者は、利用者の自己決定を尊重し、その実現をサポートします。","エンパワメントとは、人が本来持っている力（潜在能力）を引き出し、自らの意思で生活を決定・選択できるようになることを支援するプロセスです。支援者は、利用者の自己決定を尊重し、その実現をサポートします。単に権利を代弁するのではなく、利用者が自ら権利を行使できるようになることを目指します。"
3242,Explanation,"社会福祉協議会は、地域福祉推進の中核的機関として、住民や関係機関との連携を促進し、住民主体の活動を支援する重要な役割を担います。ボランティア育成や地域ネットワークの構築なども行います。","社会福祉協議会は、地域福祉推進の中核的機関として、住民や関係機関との連携を促進し、住民主体の活動を支援する重要な役割を担います。ボランティア育成や地域ネットワークの構築などを通じて、地域における福祉課題の解決を目指します。"
3243,Explanation,"事例検討会では、参加者の経験年数に関わらず、それぞれの専門性や視点から意見を出し合い、多角的に事例を検討することが重要です。経験豊富な者が結論を主導するのではなく、参加者全員で協働的に理解を深める姿勢が求められます。","事例検討会は、参加者の経験年数に関わらず、それぞれの専門性や視点から意見を出し合い、多角的に事例を検討することが重要です。経験豊富な者が結論を主導するのではなく、参加者全員が対等な立場で意見を交換し、協働的に理解を深める姿勢が求められます。"
3244,Explanation,"多職種連携において、社会福祉士は、クライエントのニーズに基づき、関係機関との連絡調整を行い、必要な情報を共有することで、連携を円滑に進める役割を担います。クライエント中心の視点を持ち、各専門職の意見を尊重しながら、チームとして最適な支援を目指します。","多職種連携において、社会福祉士は、クライエントのニーズに基づき、関係機関との連絡調整を行い、必要な情報を共有することで、連携を円滑に進める役割を担います。クライエント中心の視点を持ち、各専門職の意見を尊重しながら、チームとして最適な支援を目指す調整役としての役割が重要です。"
3245,Explanation,"ソーシャルワーク専門職の倫理綱領において、クライエントの自己決定の尊重は、最重要視される価値の一つです。社会福祉士は、クライエントが自身の意思で選択し、決定する権利を擁護し、その過程を支援します。","ソーシャルワーク専門職の倫理綱領において、クライエントの自己決定の尊重は、最重要視される価値の一つです。社会福祉士は、クライエントが自身の意思で選択し、決定する権利を擁護し、その過程を支援します。ただし、自己決定は絶対的なものではなく、他者の権利や生命に関わる場合は制限されることもあります。"
3246,Explanation,"クライエント中心療法（ロジャーズの療法）では、カウンセラーがクライエントの主観的な経験や感情を理解し、共感的に寄り添うことが最も重要視されます。受容、共感、自己一致の3つがカウンセラーの基本的な態度とされます。","クライエント中心療法（ロジャーズの療法）では、カウンセラーがクライエントの主観的な経験や感情を理解し、共感的に寄り添うことが最も重要視されます。受容（無条件の肯定的関心）、共感、自己一致（自己の感情に正直であること）の3つがカウンセラーの基本的な態度とされます。"
3247,Explanation,"精神分析療法は、人の行動や感情は無意識的な要因によって影響を受けていると考えます。無意識の中に抑圧された感情や欲求を意識化することで、自己理解を深め、心理的な問題の解決を目指します。自由連想法や夢分析などが用いられます。","精神分析療法は、人の行動や感情は無意識的な要因によって影響を受けていると考えます。無意識の中に抑圧された感情や欲求を意識化することで、自己理解を深め、心理的な問題の解決を目指します。自由連想法や夢分析などが用いられ、長期的な治療となることが多いです。"
3248,Explanation,"系統的脱感作法は、不安や恐怖を感じる刺激に対して、リラクセーション法を併用しながら段階的に慣れていくことで、不安や恐怖反応を軽減させる技法です。不安階層表を作成し、低いレベルの不安から徐々に高いレベルの不安へと進めていきます。","系統的脱感作法は、不安や恐怖を感じる刺激に対して、リラクセーション法（漸進的筋弛緩法など）を併用しながら、不安階層表に基づいて低いレベルの不安から徐々に高いレベルの不安へと段階的に慣れていくことで、不安や恐怖反応を軽減させる技法です。"
3249,Explanation,"認知行動療法における自動思考とは、特定の状況において、無意識のうちに瞬間的に浮かび上がる思考やイメージのことです。多くの場合、ネガティブな内容を含み、感情や行動に影響を与えます。認知再構成法などを通して、より現実的で適応的な思考へと修正していきます。","認知行動療法における自動思考とは、特定の状況において、無意識のうちに瞬間的に浮かび上がる思考やイメージのことです。多くの場合、ネガティブな内容を含み、感情や行動に影響を与えます。認知再構成法などを通して、より現実的で適応的な思考へと修正していきます。例えば、「私はいつも失敗する」といった思考が自動思考の例です。"
3250,Explanation,"多世代交流分析は、家族療法の一つのアプローチであり、家族の歴史や世代間の関係性に焦点を当てます。家族の過去の出来事やパターンが、現在の家族関係や問題にどのように影響を与えているかを理解しようとします。ジェノグラム（家族図）などが用いられます。","多世代交流分析は、家族療法の一つのアプローチであり、家族の歴史や世代間の関係性に焦点を当てます。家族の過去の出来事やパターン（親子関係、夫婦関係、価値観など）が、現在の家族関係や問題にどのように影響を与えているかを理解しようとします。ジェノグラム（家族図）などが用いられ、世代を超えたパターンを見つけ出します。"
3251,Explanation,"集団療法は、参加者同士の相互作用や多様な視点からの学びが得られる利点がありますが、個別のニーズへの深い対応は、個別療法に比べて限界があります。集団全体の進捗状況を考慮する必要があるため、個々の参加者に合わせた細やかな対応は難しくなります。","集団療法は、参加者同士の相互作用や多様な視点からの学びが得られるなどの利点がありますが、個別のニーズへの深い対応は、個別療法に比べて限界があります。集団全体の進捗状況を考慮する必要があるため、個々の参加者に合わせたきめ細やかな対応は難しい場合があります。"
3252,Explanation,"エンパワメントとは、クライエント自身が自分の状況をコントロールし、主体的に問題解決できるようになるプロセスを指します。自己決定能力、自己効力感、潜在能力の活用などを促進し、自立を支援します。","エンパワメントとは、クライエント自身が自身の状況をコントロールし、主体的に問題解決できるようになるプロセスを指します。自己決定、自己効力感、潜在能力の活用などを促進し、自立を支援します。"
3253,Explanation,"直接援助技術とは、ソーシャルワーカーがクライエントと直接 face-to-face で関わり、問題解決を支援する技術です。インテーク、アセスメント、カウンセリング、モニタリングなどが該当します。地域資源の開発は、間接援助技術に分類され、クライエントを取り巻く環境への働きかけを通じて支援を行います。","直接援助技術とは、ソーシャルワーカーがクライエントと直接的に関わり、問題解決を支援する技術です。インテーク、アセスメント、カウンセリング、モニタリングなどが該当します。地域資源の開発は、間接援助技術に分類され、クライエントを取り巻く環境への働きかけを通じて支援を行います。"
3255,Explanation,"児童虐待のサインとして、子どもの不自然な怪我、衣服や身体の汚れ、親のネグレクト（育児放棄）、過度な期待や暴言などが挙げられます。子どもの落ち着きのなさは、発達上の問題や他の要因も考えられるため、虐待の直接的なサインとは断定できません。ただし、他のサインと合わせて慎重に評価する必要があります。","児童虐待のサインとして、子どもの不自然な怪我、衣服や身体の汚れ、親のネグレクト（育児放棄）、過度な期待や暴言などが挙げられます。子どもの落ち着きのなさは、発達上の問題や他の要因も考えられるため、虐待の直接的なサインとは断定できません。ただし、他の兆候と合わせて慎重に評価する必要があります。"
3257,Explanation,"障害者総合支援法における地域生活支援事業は、障害者が地域で自立した生活を送るための支援を行うもので、相談支援事業、日常生活用具給付事業、意思疎通支援事業などが含まれます。就労移行支援事業は、自立支援給付の一つであり、地域生活支援事業とは別の体系に位置づけられています。","障害者総合支援法における地域生活支援事業は、障害者が地域で自立した生活を送るための支援を行うもので、相談支援事業、日常生活用具給付事業、意思疎通支援事業などが含まれます。就労移行支援事業は、訓練等給付の一つであり、地域生活支援事業とは別の体系に位置づけられています。"
3261,Explanation,"福祉サービス利用援助事業（日常生活自立支援事業）は、判断能力が十分でないために、福祉サービスの利用や日常的金銭管理などに不安がある知的障害者、精神障害者、高齢者、またはこれらに準ずる者（難病患者等）を対象としています。身体障害のみを有する者は、本事業の対象とはなりません。ただし、知的機能の低下を伴う場合は対象となることがあります。","福祉サービス利用援助事業（日常生活自立支援事業）は、判断能力が十分でないために、福祉サービスの利用や日常的金銭管理などに不安がある知的障害者、精神障害者、高齢者、またはこれらに準ずる者（難病患者等）を対象としています。身体障害のみを有する者は、原則として本事業の対象とはなりません。ただし、知的機能の低下を伴う場合は対象となることがあります。"
3262,Explanation,"社会資源を活用する際は、クライエントのニーズに合致しているか、利用条件はどうか、クライエントの意向はどうかなどを確認し、継続的にモニタリングを行うことが重要です。資源の情報を鵜呑みにせず、複数の情報源から情報を収集し、批判的に検討する必要があります。","社会資源を活用する際は、クライエントのニーズ、利用条件、意向などを確認し、継続的なモニタリングが不可欠です。資源の情報は鵜呑みにせず、複数の情報源から収集し、批判的吟味を行う必要があります。客観的な評価に基づいて、クライエントにとって最適な資源を選択することが重要です。"
3264,Explanation,"倫理的ジレンマに直面した場合、ソーシャルワーカーは、専門職倫理綱領に則り、クライエントの自己決定、権利擁護、尊厳の保持を最優先に考慮して判断しなければなりません。所属機関の規則や地域の慣習に優先されるべきです。","倫理的ジレンマに直面した場合、ソーシャルワーカーは専門職倫理綱領にのっとり、クライエントの自己決定、権利擁護、尊厳の保持を最優先に考慮しなければなりません。所属機関の規則や地域の慣習よりも、クライエントの権利と尊厳が優先されるべきです。"
3265,Explanation,"事例検討会は、多職種間で連携し、それぞれの専門性を活かして支援方針を共有・検討し、より質の高い支援を目指すことを目的とします。個人情報の取り扱いには細心の注意を払い、プライバシー保護を遵守する必要があります。","事例検討会は、多職種が連携し、専門性を活かして支援方針を共有・検討することで、より質の高い支援を目指すことを目的とします。個人情報の取り扱いには細心の注意を払い、プライバシー保護を遵守することが大前提です。事例検討会で個人情報を詳細に公開することは、プライバシー侵害にあたるため、適切ではありません。"
3266,Explanation,"記録において客観的事実と主観的意見を明確に区別することで、情報の信頼性が高まり、偏りのない正確なアセスメントが可能となります。これにより、根拠に基づいた適切な支援計画の立案、実施、評価につながります。","記録において客観的事実と主観的意見を明確に区別することで、情報の信頼性が高まり、偏りのない正確なアセスメントが可能となります。客観的事実に基づいたアセスメントは、適切な支援計画の立案、実施、評価に不可欠です。主観的な意見は、客観的な事実と区別して記録し、その根拠を示す必要があります。"
